Map,Metabolism,Pathway,KOs
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K00097
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K00157
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K00275
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K00831
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K00868
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K01733
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K03472
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K03473
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K03474
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K05275
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K06215
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K07758
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K08681
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K13248
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18071
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18607
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18608
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18609
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18610
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18611
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18612
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18613
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,K18614
map00750,Metabolism of cofactors and vitamins,Vitamin B6 metabolism,
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00135
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00157
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00278
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00322
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00323
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00324
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00325
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00541
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00763
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00767
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00858
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00952
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K00969
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01081
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01239
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01240
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01242
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01440
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01513
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01799
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01916
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K01950
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K03426
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K03462
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K03517
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K03742
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K03743
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K03783
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K03784
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K03787
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K04765
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K06210
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K06211
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K06989
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K08281
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K08324
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K08693
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K08723
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K10524
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11121
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11411
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11412
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11413
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11414
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11415
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11416
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11417
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K11751
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K13522
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K13995
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K14974
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K15357
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K15358
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K15359
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K18028
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K18029
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K18030
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K18152
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K18153
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K18276
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K18550
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K18551
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19185
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19186
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19187
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19188
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19189
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19190
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19191
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19647
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19700
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19785
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19818
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19819
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19820
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19826
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19890
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19970
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K19980
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20155
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20158
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20169
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20170
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20171
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20172
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20445
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20446
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20447
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20448
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20449
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20450
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20451
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20452
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20453
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20454
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,K20881
map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00053
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00077
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00207
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00606
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00826
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00859
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00867
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00954
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K00997
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01431
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01464
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01513
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01579
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01598
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01652
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01653
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01687
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01918
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01922
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K01947
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K02201
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K02318
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K03525
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K04765
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K06133
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K06982
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K08069
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K08682
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K09680
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K09722
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K11258
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K13038
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K13799
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K17722
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K17723
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K18933
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K18966
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,K21977
map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K00059
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K00208
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K00647
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K00652
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K00833
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K01012
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K01435
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K01906
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K01935
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K01942
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K01947
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K02169
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K02170
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K02372
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K03524
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K08351
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K09458
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K09789
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K16593
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K19560
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K19561
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K19562
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,K19563
map00780,Metabolism of cofactors and vitamins,Biotin metabolism,
map00785,Metabolism of cofactors and vitamins,Lipoic acid metabolism,K03644
