Genome	BAr1A.filtered Read Count	BAr1B.filtered Read Count	BAr1C.filtered Read Count	BAr2D.filtered Read Count	BAr2E.filtered Read Count	BAr2F.filtered Read Count	BAr3G.filtered Read Count	BAr3H.filtered Read Count	BAr3I.filtered Read Count	BOr1A.filtered Read Count	BOr1B.filtered Read Count	BOr1C.filtered Read Count	BOr2D.filtered Read Count	BOr2E.filtered Read Count	BOr2F.filtered Read Count	BOr3G.filtered Read Count	BOr3H.filtered Read Count	BOr3I.filtered Read Count	CRr1A.filtered Read Count	CRr1B.filtered Read Count	CRr1C.filtered Read Count	CRr2D.filtered Read Count	CRr2E.filtered Read Count	CRr2F.filtered Read Count	CRr3G.filtered Read Count	CRr3H.filtered Read Count	CRr3I.filtered Read Count	LABRr1A.filtered Read Count	LABRr1B.filtered Read Count	LABRr1C.filtered Read Count	LASAr3G.filtered Read Count	LASAr3H.filtered Read Count	LASAr3I.filtered Read Count	LASCr2D.filtered Read Count	LASCr2E.filtered Read Count	LASCr2F.filtered Read Count	LASYr2D.filtered Read Count	LASYr2E.filtered Read Count	LASYr2F.filtered Read Count	LAWAr2D.filtered Read Count	LAWAr2E.filtered Read Count	LAWAr2F.filtered Read Count	MGr1A.filtered Read Count	MGr1B.filtered Read Count	MGr1C.filtered Read Count	MGr2D.filtered Read Count	MGr2E.filtered Read Count	MGr2F.filtered Read Count	MGr3G.filtered Read Count	MGr3H.filtered Read Count	MGr3I.filtered Read Count	MHr1A.filtered Read Count	MHr1B.filtered Read Count	MHr1C.filtered Read Count	MHr2D.filtered Read Count	MHr2E.filtered Read Count	MHr2F.filtered Read Count	MHr3G.filtered Read Count	MHr3H.filtered Read Count	MHr3I.filtered Read Count	SEr2D.filtered Read Count	SEr2E.filtered Read Count	SEr2F.filtered Read Count	SEr3G.filtered Read Count	SEr3H.filtered Read Count	SEr3I.filtered Read Count
SEr2D2E2F__bin_92	316937	128920	481400	230240	171998	132568	243777	351714	164504	101562	93595	155012	172715	83496	95005	112990	136154	112674	687795	239292	661494	106733	322998	370561	36834	386569	378034	59148	59743	165121	93973	94633	78576	52018	145501	86072	184369	415724	182908	50606	126561	45229	7364	18170	23079	17144	10376	25537	21870	91605	7753	565051	343094	540144	40536	147964	124333	104325	26405	242400	681162	27230	47868	122778	36949	437055
CRr3G3H3I__bin_51	7019	7797	9048	10492	15189	9716	7045	19745	8956	7876	4667	5485	8192	5336	5358	4979	5601	7125	131498	303393	157557	26561	9961	27554	457983	476285	519964	86854	73050	7604	3077	3925	3447	11427	12257	8522	7439	3831	5119	4759	5850	6415	46659	177858	42637	11579	7662	12077	15176	54734	4509	138225	321580	129953	1846	4163	3071	5192	8513	564959	11736	20363	12151	7172	6027	67887
MHr3G3H3I__bin_85	1042	77920	1717	7075	995	7187	250	11939	240	18527	3331	60242	85286	57391	15950	170	110	173	64419	448629	196774	596296	786539	1275987	363133	258654	561205	1898	1471	1605	782	942	167	85949	16389	19665	61	131	93	10517	10306	57018	1799780	1221208	661673	3158256	2350529	1643943	723720	6850059	3081509	50819	310876	164522	98	202	87	501	12953	740046	66211	162424	131413	1765	290	4057
BAr3G3H3I__bin_15	46626	22972	60812	146775	64756	75823	373038	426157	389862	11018	18684	40986	9285	7661	14125	36537	55155	85337	119189	19531	79045	8023	27194	22037	13430	45059	24250	10513	10803	41976	7650	16066	22760	6828	29163	8950	23732	69213	19509	9835	14612	9722	8470	13589	13645	10195	5448	9118	10818	27912	6692	103808	26478	70338	9189	21014	12590	12491	9767	18601	56411	6076	6074	14082	16055	87703
CRr1A1B1C__bin_98	37564	43250	70860	3382	63693	55068	4888	5093	3395	16668	21588	14630	22380	17582	10982	13706	13660	12067	66931	82971	127476	28485	16766	36281	128623	101246	90481	8164	7561	3746	61214	29692	24026	36550	69760	59908	33229	21118	76071	6148	16337	3760	7627	24409	27636	3083	4242	11265	60606	43891	5762	75460	80749	72888	7849	10760	9028	35401	11558	50372	2328	37883	108772	12717	34611	12354
SEr3G3H3I__bin_276	60610	131419	177228	166036	60536	266713	60643	72057	92787	63598	35397	46297	59168	39750	44111	80027	89179	70499	28947	14924	25055	40664	87550	117856	7952	26117	22311	433865	377598	1190318	78492	340985	270326	70781	116891	71449	189740	228783	169500	569985	338171	374846	29088	64324	101222	34845	123870	286280	275967	37901	16528	25308	18337	22050	90173	415685	224868	199949	162149	20601	34388	6387	10058	7720	8521	2342408
MHr2D2E2F__bin_27	9110	29324	6601	4408	3391	31285	2640	3107	3710	20226	51821	51945	15128	7686	13562	28364	63287	59115	11632	7397	7926	70429	100929	30436	6239	15468	12704	63553	54282	82112	30195	65302	225892	45758	55631	21337	111781	68851	67290	28064	71397	33676	1267	3795	6651	2623	13744	13428	48096	18171	5672	12162	8415	7217	149190	383115	438641	40100	90924	10535	21965	8678	8345	3978	3943	161103
MGr3G3H3I__bin_163	2393	22292	7511	584	12863	26817	366	2212	524	2525	1582	4008	2062	1944	3784	1340	1498	4083	17975	4802	2944	66923	24823	19473	105745	61795	96976	1275	1053	762	49170	17895	15594	1910	2195	898	9627	5303	23352	13073	1716	1048	6317	13411	18200	13662	25519	41747	94290	280366	14406	19295	3788	2791	27215	3781	4882	5739	6122	105827	1455	22410	6671	6408	23287	2757
LASYr2D2E2F__bin_46	13106	18508	17735	34347	12210	21188	16086	19968	38050	53796	81010	89147	77958	52119	104595	126310	143034	106551	9458	9971	12311	10725	16262	10568	6781	11636	9051	16334	14841	31576	93009	97924	107391	15605	69130	16813	741289	191011	179829	16713	27820	26189	9762	9847	8043	6239	11035	9417	11655	18783	7421	9395	10952	10400	29137	66035	34779	27596	12714	7460	9737	3931	6822	29723	4318	71452
SEr3G3H3I__bin_261	35889	32886	20413	3969	115183	5519	1859	3652	1556	53420	5749	14727	30886	52400	25542	2826	2223	2660	31943	20350	21222	19438	32744	36803	19167	19073	22996	9173	6287	4058	5464	4988	6964	51476	41789	52186	3434	2351	7254	26238	16374	41846	6686	5073	3798	5853	3152	2049	3545	9904	2187	18762	10251	17187	1449	2963	1888	20917	22041	51327	358692	436190	74951	462548	441761	2828974
SEr3G3H3I__bin_75	264872	42094	35268	3829	2664	4810	190	2011	302	8599	20225	14811	9285	20506	13382	2678	5042	8958	13504	5836	7212	25262	19863	13680	51144	10316	84532	4187	2717	1871	8060	4605	1623	9182	16719	9389	5181	522	7365	13538	2705	14660	6497	12805	4281	7648	18383	5432	7666	13417	28274	6167	4342	5462	1041	1139	682	13629	12226	124916	122522	58560	4087	307855	209358	1674360
MHr3G3H3I__bin_66	3755	19430	8806	951	9962	13325	1741	5740	1222	11528	36896	19545	48484	21768	26801	11132	11681	14271	54857	166471	108556	107066	102973	63184	188917	157967	184551	21474	18851	5371	74890	130465	86606	109722	131366	104322	39482	22247	187453	49965	25571	31328	38008	190698	111471	7802	21356	48004	160506	50714	12662	51759	105785	81620	7466	27723	20590	60230	112153	234269	17978	200004	73851	34685	42060	70680
SEr3G3H3I__bin_7	4217	11599	3916	3804	11883	8513	2797	5523	4161	15385	16296	19511	14575	12367	17617	41657	35933	19378	9149	9503	7278	19544	24610	12548	33501	23825	25784	13371	11389	14087	24538	60932	37296	11768	25502	5781	19417	23560	32016	291122	58775	31149	11862	14421	12104	5341	58153	28660	24833	135880	397950	8406	9339	7342	159890	52746	34198	18418	29130	28833	41220	234369	66732	74723	848961	92403
BAr1A1B1C__bin_72	204109	14000	6458	2946	34260	5403	1037	1671	1144	7676	10307	11917	22522	49047	12220	4406	3080	1922	54713	40251	14534	84171	23662	41660	27505	8039	18346	2557	1868	3176	37425	120484	53636	39275	26968	37792	132482	6024	49173	6534	3537	15987	17109	21509	20051	52632	31193	30146	120276	39654	26480	32226	18016	20606	2131	3202	1549	10359	34134	28724	60753	76961	72562	12022	19160	372465
BOr3G3H3I__bin_18	1340	2063	3867	5803	2675	3122	7779	7131	16647	59204	177464	323792	12003	15388	28227	246054	100759	412917	1391	2163	3231	666	894	1832	1298	1803	1483	919	903	998	5294	4142	4030	1057	27011	1390	5129	4259	10650	667	2142	3085	279	951	1004	512	1107	2675	2438	1547	389	1827	2673	2771	1031	3671	1489	2004	1002	1150	9842	1153	1903	1023	819	3447
LAWAr2D2E2F__bin_138	8921	13455	4493	389	1614	589	34	1156	75	6152	7907	16068	14247	10487	12052	581	931	1050	8833	41316	22979	16385	31574	34133	68711	49744	54101	63374	39602	66809	13383	23047	4993	159446	83013	77873	1541	518	5833	160226	35818	261068	81192	92124	51402	16725	32627	8574	14048	33287	75453	7428	30019	26028	17143	2504	10706	8600	335237	92158	51305	63584	8903	131578	120066	444383
BAr3G3H3I__bin_39	565	521	1638	5990	1694	1457	65953	75860	64485	1221	1541	2134	1287	1184	1335	2816	3036	5138	593	719	910	294	471	710	659	1269	787	410	424	578	614	936	928	533	1899	841	1348	2481	1671	414	739	210	173	353	465	161	259	427	704	1437	240	743	848	772	537	1961	1197	919	1255	575	1654	846	4597	1075	323	1910
LABRr1A1B1C__bin_71	7449	14998	6922	2272	4240	8220	1244	1781	1640	6684	4428	4761	8302	7979	6666	6354	6289	3651	4656	6062	5673	13365	15939	5956	7409	6319	6337	69734	64161	274235	7697	19546	14133	16894	16945	13438	24598	14167	13427	33949	26217	42554	26128	28713	18365	19423	40248	21517	21656	68630	51875	4410	5441	4564	25848	33217	23686	21921	21631	8264	4919	5277	6486	4595	6855	470065
LASAr3G3H3I__bin_9	33	31	37	94	79	80	112	125	126	477	21575	48319	13578	6090	13302	208	164	298	32	272	107	253	569	184	146	243	192	176	146	30	20247	25837	39232	3716	874	986	463	2187	14149	92	544	223	495	728	452	185	296	269	1094	1077	421	41	244	131	1022	4179	113	803	24677	223	19	14	118	48	27	118
LASCr2D2E2F__bin_30	2998	3268	2600	572	1521	1214	374	1036	481	2558	1889	1766	3686	3378	2310	1214	1026	928	11062	10003	21107	4758	5803	2833	18709	11324	22492	18162	15002	13529	4107	5383	3680	164832	67429	86669	2166	2053	3900	28877	9762	40576	19440	44008	57712	6673	4767	3835	3525	16249	4372	16227	6777	16370	7187	4672	4782	6050	12798	14880	3212	11466	4599	5452	5253	45214
LABRr1A1B1C__bin_20	1608	770	918	114	584	171	37	81	53	538	257	475	723	731	607	220	175	85	1029	751	1151	663	774	627	1637	1118	1558	111117	82010	134361	1022	863	1846	30933	59055	29083	1111	905	1057	310754	60102	75429	3409	2961	3096	8703	5509	1646	4718	11254	16126	492	609	1240	7706	4532	4983	14163	103202	1890	561	1464	226	1368	1669	224349
LABRr1A1B1C__bin_94	5100	24536	7246	2627	4046	12261	1357	2011	1693	10980	4871	4380	8356	8793	9126	9977	9798	4360	3577	7661	6392	6908	11353	6523	5039	3997	5087	514740	434286	392593	7316	29351	19117	17004	16897	13110	36197	15781	16305	23019	18087	39635	42692	166339	65984	24065	35076	19056	80788	54619	15908	4032	7565	5874	17096	47037	28287	15265	13475	5770	2006	1010	1413	1324	1463	734685
SEr3G3H3I__bin_121	126245	328151	71101	8927	266560	91530	8779	17332	12952	206153	263834	144044	208979	379759	249142	294901	205000	106424	132899	110146	104919	242127	643945	156535	514640	270255	240662	46007	39800	65149	177469	397857	142445	129735	154632	38501	121267	217241	522702	490262	455472	231589	21009	59609	35742	21087	86394	63800	316393	812903	657005	84067	92289	121857	183764	158538	114221	94129	322454	280762	1190510	1316318	596230	1352391	1967944	3873596
LABRr1A1B1C__bin_31	3439	7733	5067	2555	3583	4300	3860	5287	4215	12898	10612	10333	10998	6605	9257	8685	11954	12486	16690	25603	19471	15960	19747	8444	16043	17478	34874	181051	177553	147964	5003	28793	23534	119241	59448	116412	56574	51610	18351	36316	227384	45900	42491	68917	33059	32751	50377	38098	44506	101766	8049	14624	26989	18559	11663	36358	27418	185683	10528	51195	28037	15851	5725	1854	2142	289401
LABRr1A1B1C__bin_12	2286	2562	2003	1622	1923	1237	1010	1412	1115	1568	903	1072	1136	1125	1070	1324	1238	1165	1983	6272	6106	5366	3644	2391	7832	5771	5142	192420	145651	24674	2722	4235	3797	7989	6063	5262	2006	1621	2361	16808	11222	58862	127160	45437	22584	104422	45015	58943	22043	196639	27397	2153	5337	3848	7097	7837	6544	5704	15509	10749	1295	4797	2292	1823	2786	56475
BOr1A1B1C__bin_87	14423	15792	21692	48731	37773	42461	54303	55541	62343	677051	532928	751280	230827	102404	215559	315028	247700	144330	7994	16038	12510	10617	14838	32168	10620	9791	9754	15052	15434	13137	16106	28577	33251	4879	77669	6778	72196	39929	53440	5047	15991	8876	7801	15641	15763	5656	16927	18314	38030	27060	3688	12585	20083	12327	24428	75426	51605	29570	8509	9423	23806	9967	7953	7682	2134	31939
SEr2D2E2F__bin_99	28931	20734	64673	12193	71092	64301	26931	21598	20925	20758	23867	31104	38582	17769	24723	46564	36658	21431	112481	42330	77578	24267	24259	32842	35084	80722	64388	4743	4395	6746	17327	21388	19923	8875	26139	8678	28387	25656	22073	7058	12557	5919	3929	9443	7301	4500	3923	6740	11723	23431	4736	85738	40319	44494	8947	15333	11836	21386	9333	48126	136024	52921	231653	47342	52886	76028
BAr2D2E2F__bin_127	2968	132	229	4035	114865	6046	435	615	635	6341	1662	2153	1044	686	1546	824	966	1404	2336	4304	2334	209	1017	2824	2617	16492	10536	128	100	121	282	238	337	369	704	205	33983	628	1433	121	207	83	47	100	146	63	130	119	244	792	89	1332	5370	1769	187	679	182	255	128	4876	3892	38102	223676	2101	487	4448
LASCr2D2E2F__bin_86	3216	6651	9483	4835	4089	5521	3050	3991	3772	32482	77796	52187	132148	87907	103231	21174	29260	40912	10943	47897	33260	39138	19731	34846	53849	60212	37888	10192	8281	10347	73625	61232	65903	115625	204353	97386	26272	36370	73931	26962	69674	19096	983	4741	3518	1432	3554	21712	77155	31086	2223	11494	52555	25191	10602	15287	8336	67998	18415	27160	18690	17830	84386	4993	3050	22709
LABRr1A1B1C__bin_118	255	854	626	321	540	482	236	192	195	847	304	617	525	376	350	266	425	289	505	2296	7120	263	448	405	946	562	935	152114	105786	159226	865	2069	471	7560	4000	3402	382	354	836	44355	2607	40410	7175	2003	1241	3277	2743	1427	649	2547	4751	452	2024	5943	8158	1927	1838	720	7692	1084	705	490	377	599	268	261221
SEr3G3H3I__bin_29	6108	7529	5041	1750	11997	3123	447	903	464	39560	10927	8152	20276	28724	14383	1310	1950	3340	3660	34691	18330	4213	7237	7688	13015	6846	6103	11235	9235	5108	10386	7709	1167	22180	16766	16258	3294	1531	10242	7862	6572	40256	18255	13015	4016	6086	2046	4298	6957	7015	3187	3108	25308	10515	262	354	221	1153	3254	9632	119966	104254	17812	77706	135325	719402
BAr3G3H3I__bin_6	15225	11975	45953	49022	39199	26671	239119	181774	300135	12590	45979	58456	12210	7662	22721	39749	66483	86026	98099	56666	72326	12379	10588	17401	54642	126423	107540	7935	7189	8010	25779	18279	15897	5729	30807	6164	10411	12146	15429	8032	10120	4672	12543	24244	34338	12821	7160	14162	25819	40337	9495	75617	74895	62518	14784	15060	10758	16802	9717	69174	28853	11390	21193	31793	55854	35175
BOr2D2E2F__bin_33	395957	168866	292787	10716	63673	58954	5214	5458	5242	304543	231745	79037	485071	1166662	426281	63565	54540	32354	46622	79744	190435	187612	303737	84540	144360	71438	35150	60114	54223	56671	81108	314192	79347	1031908	539652	633387	49134	75227	122905	790218	315708	642640	17442	43591	23757	24664	38290	31301	47127	98213	51023	43582	70743	154949	34905	34814	34625	111103	49601	33878	303173	158242	918064	199380	249231	2930936
BOr2D2E2F__bin_11	16760	31542	17601	49565	10756	25032	61697	75129	111463	195584	213090	91561	207284	205412	446047	153819	185914	190499	1516	2781	4064	2463	1453	2508	1731	2080	1803	4986	4699	10948	331463	153020	134805	18545	143097	36891	101089	134013	419448	17489	67051	210504	5852	4399	6385	8164	21191	29104	55279	15547	12019	2065	3076	3170	1677	22473	4926	16600	26842	1398	1532	761	1020	844	634	23829
MGr3G3H3I__bin_48	14291	33692	17657	5372	12377	16970	1061	1995	1603	5003	2732	2916	3510	3673	3157	3728	2885	2313	9477	17075	19548	32735	33992	13486	27186	16161	15345	17494	14704	24657	17167	14394	14970	15104	21680	15192	5668	6166	7668	34728	24745	27003	27328	28906	19817	47961	157010	288186	219978	473693	206800	9694	15008	12459	56962	26664	27473	11135	35075	26066	9262	14827	22503	3660	5169	60427
MGr1A1B1C__bin_68	22344	65453	54115	10054	12195	14140	9945	46191	13810	17841	22403	41089	14786	6381	13606	11947	14613	32301	270379	556962	372060	425368	850333	265904	387455	621809	1622811	7947	6762	16097	4248	20774	28040	16974	18027	16536	62260	29285	42031	18586	29789	48078	1055616	1979019	761161	244394	377153	316692	321001	317746	51703	233537	612892	483753	8646	26646	22576	14556	12042	2205310	345489	102143	78368	657	1671	39102
MGr3G3H3I__bin_92	97	283	484	97	88	43	76	149	82	219	160	461	805	510	218	162	101	111	640	5127	3280	876	1355	274	3330	1718	1191	4804	4402	1856	213	439	385	12256	9358	5576	89	151	240	14089	3611	4931	5814	8454	3797	2931	8800	6514	20247	55593	23266	682	4098	2284	1035	1180	970	431	9996	1738	189	299	292	120	121	4138
SEr3G3H3I__bin_13	10592	2958	6188	3830	3341	3247	2592	4037	4103	3743	2990	3447	5918	3891	4053	5226	3577	2664	1473	1357	1954	2047	3316	2438	1646	1582	1171	3856	3725	2559	4251	2606	3814	1833	4947	2765	9130	4620	5075	1363	2540	1842	728	1265	1136	1005	765	794	1039	3008	1553	1313	1347	1304	843	2165	1271	3175	1394	1348	78948	28265	228705	65145	218722	405522
BAr2D2E2F__bin_94	23756	13152	63507	284819	100070	57831	45402	86605	91087	11951	28547	63666	17062	11126	46790	60295	78805	128900	74904	8426	20442	4785	10498	24455	3643	29382	40476	3608	3182	14131	3868	5752	6723	7467	36630	13347	9120	60480	6041	4348	6107	3488	1014	1727	1956	1623	1452	2965	2770	10966	2257	86489	12213	16511	2654	9830	6066	8155	6830	27216	32902	3980	3217	8958	7958	40436
MGr3G3H3I__bin_152	9342	8726	7622	27036	15939	16108	28273	28354	33615	4405	6103	8886	5231	3955	6640	9515	10037	13676	14703	17023	14113	29834	26127	34043	33422	26222	22396	7923	6298	13127	9841	11818	7965	7533	14877	7810	6933	5375	6770	10123	8863	6569	66149	42188	77490	70455	59917	128379	72604	981344	52517	13502	17099	17017	12900	13427	7844	4463	7161	21879	22307	19240	46938	17396	28061	49231
SEr2D2E2F__bin_128	6243	3600	8127	8207	7148	5894	11658	15798	11808	69244	128158	101207	262356	90303	147234	33555	32790	48649	53228	287202	154623	75155	81112	94184	57625	67846	65349	23081	13145	7956	172646	84501	49054	31581	61485	32858	69866	27413	80044	16247	14692	5258	12285	16228	13905	10063	6912	8198	11307	50659	17383	54863	320703	119961	3327	6456	3981	8476	13321	52129	140993	378867	330214	58261	244001	90139
MGr3G3H3I__bin_115	5459	215885	10508	28042	3446	7596	24	239	29	16962	444	395	423	312	147	52	60	39	725	6006	663	854	1220	2601	23245	3274	10342	4824	2948	26618	194	782	141	197	259	792	322	494	150	292	152	1124	134156	4308	769	1474734	1158973	605510	18060	270656	117928	518	7656	711	192	98	106	262	1208	23762	48359	4120	3248	103	206	46968
MGr2D2E2F__bin_76	4889	3259	3964	2383	2371	1542	621	1076	764	19284	1299	1410	3227	4490	1724	697	716	908	2591	75862	43787	1199	1469	1747	8336	5916	2603	231442	194793	25792	2143	2135	927	4773	6727	4371	1413	1073	1865	2917	2433	141302	329952	13687	8010	232484	5555	8729	2207	28039	3071	1944	61560	25620	594	782	557	1055	1260	2874	3417	3008	2718	5912	9274	66901
SEr3G3H3I__bin_85	5930	6050	19440	4586	5884	5166	5036	6048	7960	6506	49632	8541	132430	36086	81921	44827	69079	8368	5109	3483	5961	3183	4120	3463	4041	3462	2996	7605	8052	8648	5389	2864	8086	8473	47020	14500	2663	5150	10866	3469	5929	8204	2144	4218	2725	2904	1559	1483	2631	4300	1892	3225	3360	3128	4184	11527	14808	13634	31202	3375	298180	44763	48162	1003570	1553730	2289030
SEr3G3H3I__bin_28	3074	3175	2126	12070	5651	9900	11529	10612	10769	6671	15100	11741	1727	1694	2496	32561	48471	18852	821	1309	949	3846	3352	4367	2277	3040	1995	1533	1498	865	8526	2769	7529	929	18781	1338	8342	4467	2674	1973	8122	1756	463	1373	1466	603	563	549	1290	1955	1302	772	1220	808	30069	200846	105101	2001	3066	1778	3127	1322	1912	150438	344876	83428
SEr3G3H3I__bin_173	4292	1084	1542	796	1577	766	1590	2610	1107	1131	1212	1439	1608	1515	1160	907	692	592	1130	1587	1550	1092	1429	1284	1419	1324	1274	988	799	904	1707	1393	1113	1770	2016	1655	2068	654	1103	1785	921	1880	1076	1113	931	1211	1028	865	1093	2697	1385	1099	1425	1085	900	939	594	1049	1221	1554	36869	60523	24412	112046	80251	610753
BAr3G3H3I__bin_76	29	34	27	810	106	36	42060	21723	28030	41	39	66	94	51	59	64	67	170	63	116	219	49	60	59	68	297	113	66	49	19	97	53	67	73	89	38	39	63	54	41	58	34	79	100	76	180	77	46	102	489	144	52	129	154	21	102	41	76	86	98	91	14	155	363	22	109
MGr2D2E2F__bin_71	56	856	104	134	64	89	106	195	115	413	127	1458	3635	4045	1944	84	58	83	579	6775	2949	4542	6208	9465	3086	1988	4329	42475	34928	2827	166	97	74	5614	2329	1969	18	39	58	5677	9511	11185	188177	16431	8769	1206478	44017	25632	9677	73108	36027	501	4650	2582	231	173	90	225	9898	5906	485	1336	1016	53	38	5344
CRr3G3H3I__bin_5	17564	48186	12462	7399	8090	28952	3176	6293	6793	51620	77277	72794	84120	28753	75662	21357	66932	58028	83571	63315	57861	188498	283535	130749	23794	297021	125808	42757	39680	56059	83049	66586	50981	132126	120134	63331	52744	99226	154324	44412	59762	52332	3274	8717	12044	6591	7449	9091	41328	44174	10389	90116	74885	57304	12315	37390	31865	145089	19749	82626	50177	27842	31215	9283	6067	107366
LASAr3G3H3I__bin_142	79115	20371	18904	6267	32746	7261	18872	47416	12857	5666	5364	8061	5713	3706	5836	14569	17783	12844	2674	3615	3078	8092	10613	5255	10306	3278	3734	10753	10361	8114	70274	96822	246423	6906	27619	11719	308748	76706	44672	80550	47042	38137	1574	4470	4463	1312	2317	2078	3954	4271	3221	3572	3673	2938	19040	112227	110806	63334	205934	4511	916	2259	1730	4058	5878	18809
SEr3G3H3I__bin_119	51368	12139	41365	194	1234	153	18	282	17	3418	436	693	2267	1947	551	86	100	97	15163	14838	16955	17957	13495	12927	4589	3979	14497	5617	2891	2146	1346	2064	2831	15935	22939	35509	3605	432	2670	4322	417	7145	3433	6375	6160	5493	3859	1784	1555	5671	3722	17531	12215	15134	1284	4279	1438	13759	10770	15872	8635	5713	1218	10786	4593	359634
MGr2D2E2F__bin_111	4633	23200	3058	2010	6488	2789	894	4829	675	6331	16448	21207	31304	40192	31449	764	556	665	8212	63090	52457	33391	112956	28680	211095	138860	184168	14094	9508	7241	6188	61939	5744	62116	39163	23548	28657	1248	19486	15167	2704	27182	63354	73829	48775	229993	214596	97036	21261	106721	122702	7069	52950	35823	3556	1894	1147	2178	39135	348453	25600	20211	20262	9372	11375	129955
LAWAr2D2E2F__bin_62	241913	39178	25032	700	11204	7671	509	1088	523	11073	10036	6516	14945	12592	9547	4872	3920	1412	9579	13919	20860	62399	238117	15700	31132	17561	20684	91961	71397	73938	28515	27081	16701	147326	128778	114615	15732	24723	18127	85032	27869	540304	39924	75490	63636	36279	57391	38357	18752	37294	41723	9447	15858	17245	45837	28351	25201	115639	166127	39085	20376	5648	1362	11990	23029	232334
CRr2D2E2F__bin_11	81707	105870	166934	7002	8608	32706	3978	5607	6316	41814	21242	30533	48473	32254	35862	20834	21438	9635	73695	33701	54444	77833	349488	139167	13333	27409	20786	23759	23511	32615	25353	21068	37551	30228	49992	34175	50901	116308	40030	22855	46052	29937	13906	12337	10270	26087	16594	18066	15720	50761	21272	71478	39638	37584	9768	39337	39998	128962	15327	20678	81036	41623	56048	53862	67282	242008
SEr3G3H3I__bin_231	1756	860	1282	940	2222	813	677	924	604	11035	209200	79881	16455	16756	29161	15364	19957	55157	1427	1144	1316	1013	1502	1260	1771	1572	1514	1474	1343	702	37289	27786	9677	3302	10911	3115	88396	5651	46139	2099	1395	6201	736	1443	713	822	831	586	1494	1909	1588	915	1136	996	980	1800	1039	1211	2489	2224	3052	7297	7088	825450	1357066	1246688
SEr3G3H3I__bin_262	10	119	11	16	15	10	4	14	11	457	158	920	602	934	636	8	6	19	419	203	91	307	192	558	79	33	51	376	376	216	91	20	8	128	166	188	19	9	17	69	17	341	14297	6294	2929	2792	4794	1901	2813	5463	4764	429	128	105	1	21	13	25	198	86	8249	75	217	48989	4161	76017
SEr2D2E2F__bin_75	82786	12944	20151	3942	11177	3919	599	1113	843	2366	2757	2342	2804	2668	2444	1465	1713	1813	16658	6185	9251	5303	7635	4500	6688	5311	8010	9247	7757	4158	4209	3144	2987	7329	6463	4997	2117	879	3166	4905	1150	5573	6859	8547	7450	5783	5284	4196	4735	13371	5347	8359	5496	7677	2892	3001	2781	3111	6142	7939	226079	43954	5297	18086	23451	86802
SEr3G3H3I__bin_69	6425	2701	3418	1260	7721	2600	1006	1471	890	2426	1721	2513	2487	2856	1952	649	675	773	4641	3957	4348	4284	4830	3724	4486	3599	4121	4536	3342	3926	2474	4250	2723	4846	4891	4499	4820	1688	2585	3475	1893	6439	4840	4008	2193	5377	4328	2638	3324	7388	3846	3705	2982	3131	1345	2556	1474	3276	4324	5964	13334	10204	4932	46725	32297	891661
SEr2D2E2F__bin_57	7059	47110	18584	671	13434	9230	58	647	59	5589	948	860	872	2224	1424	982	838	320	1014	6731	2990	20111	41670	77793	1276	5582	26194	320	259	7485	13446	13951	1709	18915	23611	34871	10583	2190	11721	67344	12927	33799	7884	11682	12075	4621	28616	13268	73423	67786	45236	972	6652	3140	445	431	314	8094	20054	35186	169510	283724	237445	55973	7358	19504
LASAr3G3H3I__bin_135	4883	16428	4927	4299	2569	71260	2180	3008	3218	88403	124351	47283	42038	65533	125640	216930	292742	84640	6877	4142	4472	33758	49123	13723	3318	7101	5820	3644	3214	6234	40082	441911	675967	20439	115320	9376	384419	260648	99704	16057	45710	21293	793	1681	2488	1216	8606	2856	11588	7388	2460	6935	4161	4175	116715	271577	159275	18485	22787	5243	3818	3998	3220	1828	1262	12373
SEr3G3H3I__bin_203	56589	50162	98736	657	811	2294	43	974	71	9962	4941	9467	20696	22551	13452	450	602	1085	48955	52461	82685	69785	40776	39083	41040	33876	48581	34865	20442	18074	16790	16733	9918	49422	59825	54556	4695	564	11616	33015	1398	92793	57829	57502	49076	39037	37848	17777	22743	32811	39251	37643	48402	75226	2978	2383	1340	26748	34896	80021	20318	35456	912	124748	99610	309519
CRr1A1B1C__bin_52	5480	3756	12280	2540	2674	2374	702	1071	984	48745	5285	4558	16830	30241	7215	1273	1248	1722	9022	364256	177700	2025	2690	2740	25124	28851	6902	130376	111604	14750	11267	10154	1990	9704	16503	11885	1717	2093	7413	7854	9432	92647	158492	53553	31096	26248	2314	4221	3584	10474	2378	5420	279356	96762	1431	3037	1836	1045	2353	6785	3730	2844	3466	9991	10856	49396
MGr1A1B1C__bin_50	3391	9401	6207	3104	3636	4238	1555	2098	2396	4734	2755	3978	9096	11773	4182	1700	1878	2462	10618	22556	15372	6582	5513	5440	12492	14543	18024	7820	5985	2529	2260	3014	2417	7121	5866	4235	1792	1160	2856	3843	2967	5555	408930	16766	11109	849317	89960	97061	40380	248578	25945	10609	22178	14195	2130	3378	1870	1943	5686	21686	22186	21618	19793	29114	23540	242085
