phrog_id	phrog	annot	category
600	phrog_600	unknown function	unknown function
601	phrog_601	NA	unknown function
602	phrog_602	NA	unknown function
603	phrog_603	transcriptional regulator	transcription regulation
604	phrog_604	NA	unknown function
605	phrog_605	NA	unknown function
606	phrog_606	terminase small subunit	head and packaging
607	phrog_607	exonuclease VII	DNA, RNA and nucleotide metabolism
608	phrog_608	holin	lysis
609	phrog_609	RIIB lysis inhibitor	lysis
610	phrog_610	NA	unknown function
611	phrog_611	NA	unknown function
612	phrog_612	RIIA lysis inhibitor	lysis
613	phrog_613	head protein	head and packaging
614	phrog_614	NA	unknown function
615	phrog_615	head-tail adaptor	connector
616	phrog_616	NA	unknown function
617	phrog_617	major head protein	head and packaging
618	phrog_618	NA	unknown function
619	phrog_619	ribose-phosphate pyrophosphokinase	other
620	phrog_620	ParB-like partition protein	DNA, RNA and nucleotide metabolism
621	phrog_621	tail assembly chaperone	tail
622	phrog_622	unknown function	unknown function
623	phrog_623	transposase	integration and excision
624	phrog_624	DNA binding protein	DNA, RNA and nucleotide metabolism
625	phrog_625	NA	unknown function
626	phrog_626	anaerobic ribonucleotide reductase small subunit	DNA, RNA and nucleotide metabolism
627	phrog_627	NA	unknown function
628	phrog_628	NA	unknown function
629	phrog_629	excisionase	integration and excision
630	phrog_630	NA	unknown function
631	phrog_631	NA	unknown function
632	phrog_632	tellurite resistance	moron, auxiliary metabolic gene and host takeover
633	phrog_633	transcriptional regulator	transcription regulation
634	phrog_634	baseplate hub assembly catalyst	tail
635	phrog_635	endolysin	lysis
636	phrog_636	NA	unknown function
637	phrog_637	head-tail adaptor Ad3	connector
638	phrog_638	transcriptional regulator	transcription regulation
639	phrog_639	transcriptional regulator	transcription regulation
640	phrog_640	NA	unknown function
641	phrog_641	terminase small subunit	head and packaging
642	phrog_642	NA	unknown function
643	phrog_643	transcriptional regulator	transcription regulation
644	phrog_644	NA	unknown function
645	phrog_645	Rnase E	DNA, RNA and nucleotide metabolism
646	phrog_646	unknown function	unknown function
647	phrog_647	NA	unknown function
648	phrog_648	head scaffolding protein	head and packaging
649	phrog_649	NA	unknown function
650	phrog_650	NA	unknown function
651	phrog_651	head morphogenesis	head and packaging
652	phrog_652	NA	unknown function
653	phrog_653	NA	unknown function
654	phrog_654	NA	unknown function
655	phrog_655	homing endonuclease	DNA, RNA and nucleotide metabolism
656	phrog_656	abc2 anti-RecBCD	moron, auxiliary metabolic gene and host takeover
657	phrog_657	NA	unknown function
658	phrog_658	NA	unknown function
659	phrog_659	Sak-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism
660	phrog_660	NA	unknown function
661	phrog_661	NA	unknown function
662	phrog_662	NA	unknown function
663	phrog_663	minor head protein	head and packaging
664	phrog_664	DNA binding protein	DNA, RNA and nucleotide metabolism
665	phrog_665	NA	unknown function
666	phrog_666	NA	unknown function
667	phrog_667	NA	unknown function
668	phrog_668	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
669	phrog_669	endolysin	lysis
670	phrog_670	endolysin	lysis
671	phrog_671	nucleotide pyrophosphohydrolase	other
672	phrog_672	NA	unknown function
673	phrog_673	head scaffolding protein	head and packaging
674	phrog_674	NA	unknown function
675	phrog_675	terminase large subunit	head and packaging
676	phrog_676	NA	unknown function
677	phrog_677	baseplate wedge tail fiber protein connector	tail
678	phrog_678	replication initiation O-like	DNA, RNA and nucleotide metabolism
679	phrog_679	head closure Hc2	connector
680	phrog_680	tail length tape measure protein	tail
681	phrog_681	endonuclease	DNA, RNA and nucleotide metabolism
682	phrog_682	NA	unknown function
683	phrog_683	NA	unknown function
684	phrog_684	virion structural protein	head and packaging
685	phrog_685	NA	unknown function
686	phrog_686	HTH DNA binding protein	DNA, RNA and nucleotide metabolism
687	phrog_687	structural protein	head and packaging
688	phrog_688	transposase	integration and excision
689	phrog_689	holin	lysis
690	phrog_690	NA	unknown function
691	phrog_691	partition protein	DNA, RNA and nucleotide metabolism
692	phrog_692	virion structural protein	head and packaging
693	phrog_693	tail fiber protein	tail
694	phrog_694	baseplate hub and tail lysozyme	tail
695	phrog_695	DNA polymerase/primase	DNA, RNA and nucleotide metabolism
696	phrog_696	major head protein	head and packaging
697	phrog_697	structural protein	head and packaging
698	phrog_698	NA	unknown function
699	phrog_699	NA	unknown function
700	phrog_700	endolysin	lysis
701	phrog_701	virion structural protein	head and packaging
702	phrog_702	replication protein	DNA, RNA and nucleotide metabolism
703	phrog_703	NA	unknown function
704	phrog_704	DNA repair exonuclease	DNA, RNA and nucleotide metabolism
705	phrog_705	NA	unknown function
706	phrog_706	NA	unknown function
707	phrog_707	NA	unknown function
708	phrog_708	baseplate wedge subunit	tail
709	phrog_709	NA	unknown function
710	phrog_710	NA	unknown function
711	phrog_711	NA	unknown function
712	phrog_712	NA	unknown function
713	phrog_713	DNA replication initiation	DNA, RNA and nucleotide metabolism
714	phrog_714	NA	unknown function
715	phrog_715	MazG-like pyrophosphatase	other
716	phrog_716	Na/K ATPase	other
717	phrog_717	NA	unknown function
718	phrog_718	NA	unknown function
719	phrog_719	baseplate wedge subunit	tail
720	phrog_720	transposase	integration and excision
721	phrog_721	NA	unknown function
722	phrog_722	NA	unknown function
723	phrog_723	ParB-like partition protein	DNA, RNA and nucleotide metabolism
724	phrog_724	exonuclease recombination-associated	DNA, RNA and nucleotide metabolism
725	phrog_725	CII-like regulator	transcription regulation
726	phrog_726	NA	unknown function
727	phrog_727	NA	unknown function
728	phrog_728	NA	unknown function
729	phrog_729	cold shock protein	other
730	phrog_730	NA	unknown function
731	phrog_731	NA	unknown function
732	phrog_732	minor tail protein	tail
733	phrog_733	excisionase	integration and excision
734	phrog_734	NA	unknown function
735	phrog_735	terminase small subunit	head and packaging
736	phrog_736	NA	unknown function
737	phrog_737	minor tail protein	tail
738	phrog_738	NA	unknown function
739	phrog_739	Rz-like spanin	lysis
740	phrog_740	HNH endonuclease	DNA, RNA and nucleotide metabolism
741	phrog_741	NA	unknown function
742	phrog_742	acetyltransferase	other
743	phrog_743	single strand DNA binding protein	DNA, RNA and nucleotide metabolism
744	phrog_744	NA	unknown function
745	phrog_745	NA	unknown function
746	phrog_746	minor tail protein	tail
747	phrog_747	NA	unknown function
748	phrog_748	head-tail connector protein	connector
749	phrog_749	NA	unknown function
750	phrog_750	NA	unknown function
751	phrog_751	NA	unknown function
752	phrog_752	major head protein	head and packaging
753	phrog_753	anti-termination protein Q-like	transcription regulation
754	phrog_754	minor tail protein	tail
755	phrog_755	RNA ligase	DNA, RNA and nucleotide metabolism
756	phrog_756	DNA binding protein	DNA, RNA and nucleotide metabolism
757	phrog_757	DNA methyltransferase	other
758	phrog_758	head morphogenesis	head and packaging
759	phrog_759	tail associated cell-wall hydrolase	other
760	phrog_760	NA	unknown function
761	phrog_761	thymidylate kinase	other
762	phrog_762	NA	unknown function
763	phrog_763	head-tail adaptor	connector
764	phrog_764	cytidyltransferase	other
765	phrog_765	NA	unknown function
766	phrog_766	head decoration	head and packaging
767	phrog_767	cAMP phosphodiesterase	other
768	phrog_768	DprA-like DNA recombination-mediator protein	DNA, RNA and nucleotide metabolism
769	phrog_769	transcriptional repressor	transcription regulation
770	phrog_770	DNA transfer protein	other
771	phrog_771	virion structural protein	head and packaging
772	phrog_772	tail fiber protein	tail
773	phrog_773	major head protein	head and packaging
774	phrog_774	NA	unknown function
775	phrog_775	replication helicase	DNA, RNA and nucleotide metabolism
776	phrog_776	portal protein	head and packaging
777	phrog_777	major head protein	head and packaging
778	phrog_778	tail assembly protein	tail
779	phrog_779	NA	unknown function
780	phrog_780	NA	unknown function
781	phrog_781	NA	unknown function
782	phrog_782	NA	unknown function
783	phrog_783	head-tail adaptor	connector
784	phrog_784	NA	unknown function
785	phrog_785	holin	lysis
786	phrog_786	NA	unknown function
787	phrog_787	NA	unknown function
788	phrog_788	tail protein	tail
789	phrog_789	esterase/lipase	other
790	phrog_790	endolysin	lysis
791	phrog_791	NA	unknown function
792	phrog_792	major tail protein	tail
793	phrog_793	head-tail adaptor	connector
794	phrog_794	tail length tape measure protein	tail
795	phrog_795	partition protein ATPase	other
796	phrog_796	NA	unknown function
797	phrog_797	NA	unknown function
798	phrog_798	NA	unknown function
799	phrog_799	DNA methyltransferase	other
800	phrog_800	terminase small subunit	head and packaging
801	phrog_801	dATP / dGTP pyrophosphohydrolase	DNA, RNA and nucleotide metabolism
802	phrog_802	Alt-like RNA polymerase ADP-ribosyltransferase	moron, auxiliary metabolic gene and host takeover
803	phrog_803	host nuclease inhibitor	moron, auxiliary metabolic gene and host takeover
804	phrog_804	NA	unknown function
805	phrog_805	internal virion protein	head and packaging
806	phrog_806	NA	unknown function
807	phrog_807	major tail protein with Ig-like domain	tail
808	phrog_808	NA	unknown function
809	phrog_809	transcriptional regulator	transcription regulation
810	phrog_810	NA	unknown function
811	phrog_811	UmuD-like protein	DNA, RNA and nucleotide metabolism
812	phrog_812	Rz-like spanin	lysis
813	phrog_813	head-tail adaptor	connector
814	phrog_814	NA	unknown function
815	phrog_815	NA	unknown function
816	phrog_816	cell division inhibitor	moron, auxiliary metabolic gene and host takeover
817	phrog_817	tail fiber protein	tail
818	phrog_818	NA	unknown function
819	phrog_819	tail protein	tail
820	phrog_820	major tail protein	tail
821	phrog_821	transcriptional regulator	transcription regulation
822	phrog_822	amidase	lysis
823	phrog_823	NA	unknown function
824	phrog_824	NA	unknown function
825	phrog_825	NA	unknown function
826	phrog_826	HNH endonuclease	DNA, RNA and nucleotide metabolism
827	phrog_827	Holliday junction resolvase	DNA, RNA and nucleotide metabolism
828	phrog_828	NA	unknown function
829	phrog_829	NA	unknown function
830	phrog_830	head-tail connector protein	connector
831	phrog_831	NA	unknown function
832	phrog_832	RNA polymerase ADP-ribosylase	DNA, RNA and nucleotide metabolism
833	phrog_833	endolysin	lysis
834	phrog_834	NA	unknown function
835	phrog_835	NA	unknown function
836	phrog_836	late transcriptional activator	transcription regulation
837	phrog_837	minor tail protein	tail
838	phrog_838	NA	unknown function
839	phrog_839	NA	unknown function
840	phrog_840	major head protein	head and packaging
841	phrog_841	GtrB-like O-antigen conversion	moron, auxiliary metabolic gene and host takeover
842	phrog_842	beta-glucosyl-HMC-alpha-glucosyltransferase	other
843	phrog_843	Holliday junction resolvase	DNA, RNA and nucleotide metabolism
844	phrog_844	ferredoxin	moron, auxiliary metabolic gene and host takeover
845	phrog_845	NA	unknown function
846	phrog_846	NA	unknown function
847	phrog_847	anti-repressor Ant	transcription regulation
848	phrog_848	NA	unknown function
849	phrog_849	DNA primase	DNA, RNA and nucleotide metabolism
850	phrog_850	RNA-binding protein	DNA, RNA and nucleotide metabolism
851	phrog_851	Shiga toxin subunit B	moron, auxiliary metabolic gene and host takeover
852	phrog_852	NA	unknown function
853	phrog_853	major tail protein	tail
854	phrog_854	glucosyltransferase	moron, auxiliary metabolic gene and host takeover
855	phrog_855	NA	unknown function
856	phrog_856	NA	unknown function
857	phrog_857	NA	unknown function
858	phrog_858	starvation-inducible transcriptional regulator	transcription regulation
859	phrog_859	portal protein	head and packaging
860	phrog_860	holin	lysis
861	phrog_861	site-specific recombination directionality factor RDF	integration and excision
862	phrog_862	NA	unknown function
863	phrog_863	tail fiber assembly	tail
864	phrog_864	DNA primase	DNA, RNA and nucleotide metabolism
865	phrog_865	HNH endonuclease	DNA, RNA and nucleotide metabolism
866	phrog_866	Shiga toxin subunit A	moron, auxiliary metabolic gene and host takeover
867	phrog_867	DNA binding domain	DNA, RNA and nucleotide metabolism
868	phrog_868	transcriptional activator	transcription regulation
869	phrog_869	NA	unknown function
870	phrog_870	NA	unknown function
871	phrog_871	NA	unknown function
872	phrog_872	NA	unknown function
873	phrog_873	endolysin	head and packaging
874	phrog_874	NA	unknown function
875	phrog_875	NA	unknown function
876	phrog_876	transcriptional repressor	transcription regulation
877	phrog_877	NA	unknown function
878	phrog_878	NA	unknown function
879	phrog_879	tail completion or Neck1 protein	connector
880	phrog_880	endolysin	lysis
881	phrog_881	holin	lysis
882	phrog_882	NA	unknown function
883	phrog_883	flavodoxin	moron, auxiliary metabolic gene and host takeover
884	phrog_884	NA	unknown function
885	phrog_885	major tail protein	tail
886	phrog_886	ABC transporter ATP-binding subunit	moron, auxiliary metabolic gene and host takeover
887	phrog_887	queuine tRNA-ribosyltransferase	moron, auxiliary metabolic gene and host takeover
888	phrog_888	NA	unknown function
889	phrog_889	NA	unknown function
